Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Label
-0.6564276268816787,-0.8706396906400489,-1.1548724734173068,-2.1739454653277925,-2.3434743796189355,-0.9310079109501677,-0.9238505655041279,1.0857001306169585,-0.0032391528922835083,1.7459966060651657,1
1.323189061229154,2.099815123312966,-0.29432125697416867,1.3938298716460682,1.7310047182728558,-1.5461897496647439,1.5997375433712366,0.6684207315470546,0.304421252331223,1.127358922269625,1
-0.45531173769843436,0.6464031363720205,0.5141957333312023,0.32818064507873274,-0.7149175414168581,1.4967673353087323,0.4945940720907107,0.48602467064736116,1.0087238569404624,-0.4491198613833464,-1
-1.1732416550784879,2.247102804637048,1.1182753446615816,-0.48879006315225004,1.3922943018718055,0.059020439536869834,-0.8060017614627966,-0.93509362590905,-0.9774492498533062,-1.995019643074077,1
0.5724539818254498,1.3487177833457282,0.14299187960608423,0.6168373816331733,0.13938805915551147,0.7489078695715912,-0.058380974303316374,-0.39855565540655163,-0.3130702757061156,-1.473533356373506,-1
-0.7965958903559061,-1.3805672527017703,-0.26444632500025006,-0.013253678905489523,-0.7467414799924189,-1.6140044581997903,0.7307387550808871,-0.683074199454923,-2.565614852118942,0.6429235101422669,1
0.22686869170249196,1.115367091298091,0.6635821680003233,-0.7987349750102682,1.1017742704361841,0.3556649045114012,0.09465753259151229,0.8710985320174329,1.7784672463697369,1.0826693214772605,-1
0.3015014327895051,0.5594294277069012,-0.13566208532886784,-0.46072833390461937,-0.26233958896732384,0.9890787474206958,0.4302659041497939,-0.5753042546879751,0.40635199986050385,-0.05321088427695282,-1
0.8941536141943571,0.29019674580698335,-0.7518723776796954,0.9384504708636348,0.35939927104032554,1.5372593770780534,1.0039892145156375,0.7553188553951999,-0.5108826717310705,0.2566470929379504,-1
1.1714555146010261,-0.2325817100792709,0.0054921991467515,-1.9930196131978206,1.3613288283724296,0.9514068968030164,-0.6321951416542305,0.2546215096341817,0.016726555474778207,0.4239551701351041,-1
