Feature 1,Feature 2,Label
1.9794706013955432,-0.709291772840641,1
-0.4034438004537279,-0.5279822546153908,-1
-0.6506236116896303,1.2702972103393197,1
1.0556728377761655,-0.13029769673390146,-1
0.28930066678536975,1.002837087297765,-1
1.2669275515192262,1.1767706795996637,1
-0.36301405824603794,0.31239588348053887,-1
-0.5731876029845637,0.3301511980771999,-1
-0.41102467246642443,0.3630941843847393,-1
0.2838534293682162,-0.3631574318340257,-1
1.1939580238567937,-0.701638522763331,1
0.6345621290658977,0.43111696974796637,-1
-1.3796394585516094,-1.090935718922964,1
-1.6785881112784844,0.4669695162172041,1
-0.9371662668958913,0.4950247364327832,-1
1.2927530598017378,-0.55581944506862,1
-0.1730193578313233,-0.80945771057039,-1
-0.6235297084725978,-0.5714492782748387,-1
-0.14102352060618215,-0.9651625629240378,-1
-0.8660951584398717,1.4735381082151673,1
-1.3809528866931529,0.2302125501797454,1
-0.011473950720540454,-1.3177512294853233,1
1.2880134322505397,-1.267370686591984,1
0.6686917247591795,-1.1079721634717261,1
-0.8988462121693555,-0.4745435597368318,-1
0.29244519935900193,0.18803135355011852,-1
-1.3387608611422104,-1.0504353483633353,1
-1.535690883722054,0.8019735008205746,1
-0.8864066150824738,-1.9775712117634896,1
-0.6839197833680968,-0.6592630447063279,-1
1.1389696714668993,0.7860565176414491,1
-1.4093881639511576,-0.6549459582217463,1
0.7775826863295857,-1.605918204295805,1
-0.10498982685894905,0.5650775513524606,-1
-1.5297027855504697,0.5973625639856762,1
0.3800510831392387,-0.2489536514420544,-1
-0.9006964669457502,1.4867393301395562,1
-2.1435197998519095,0.7144110171271257,1
-0.6356841622727895,0.23577675687350244,-1
-0.7857794525395005,2.1612770136742494,1
-0.5660531900696918,-0.05842075264936681,-1
-0.19225125445977337,0.6412251168883374,-1
1.1852294331294442,0.1927068329487001,1
-0.7171383605434305,-1.2243220802647632,1
-0.6198100770875382,1.6797241151534728,1
0.17551365223611057,0.16326119250453514,-1
-2.0600147538820295,0.571613631859798,1
-0.7656921342130569,-1.2270983007286553,1
-0.9021804384300371,-0.15319713509238025,-1
-0.6599244170441816,0.43601755281803173,-1
0.24391010237898883,-0.5888593557312597,-1
-0.4460691592165517,0.48089340595698915,-1
1.3761266290959122,-1.8576625521010157,1
-1.0998250717919278,1.0547473547701776,1
1.4991560070907222,0.03740323124171186,1
-0.13234358826720938,-1.3154829959820982,1
2.2896076343807437,-0.8820450583326428,1
-1.4012505990366821,0.3260408030090191,1
0.29709896881219733,-0.4198291164339189,-1
-0.13027317507496644,-1.0421267164475412,-1
1.7894242443522714,-2.6599490307484333,1
-0.5527153508056993,-1.4352939076575972,1
-1.1072684355556446,-0.566111143543412,1
-0.406656756323959,1.5684878737309638,1
-0.48948153456183496,0.551673125946654,-1
-0.026027375554273594,-0.35333555144094264,-1
0.2211101235232202,-1.4119905309595162,1
