Feature 1,Feature 2,Label
0.5147077111187391,1.2211237508764665,1
-0.6054519591550614,0.08025634545531904,1
0.7183731057139757,1.9590022000984508,1
0.3110423165235027,0.8264390052541896,1
0.6844288732814362,2.4620577341486376,1
-1.4880020024010858,-0.7777428923464731,1
-0.29995386726220663,0.8669913702085232,1
-1.4880020024010858,-0.8495291982626838,1
0.07343268949572672,1.5750566792384384,1
0.5147077111187391,1.4168257532221717,1
-1.0127827483455343,-0.20097507542728052,1
-0.7412288888852191,0.24293380434317133,1
0.24315385165842376,1.4774404213062322,1
-1.5558904672661646,-0.9110428184291292,1
0.41287501382112096,0.9879371257789951,1
0.10737692192826613,1.5076105313226114,1
-0.6054519591550614,0.45786903479285174,1
1.1596481273369883,1.7451039127896149,1
0.7523173381465151,2.272346555024479,1
-0.7072846564526797,0.16734238755077108,1
-0.13023270509950965,0.893767158824758,1
0.10737692192826613,0.8962851361847716,1
-0.19812116996458848,0.46964471277973086,1
-0.2660096348296672,0.3597353324371239,1
0.07343268949572672,1.031446906835509,1
-1.589834699698704,-0.9396832095239339,1
1.4312019867973036,1.8178932640379852,1
-1.148559678075692,-0.4848427959594822,1
0.7183731057139757,1.333048891050183,1
-0.571507726722522,0.42371129376340844,1
1.0917596624719095,2.924897967377362,1
1.3293692894996854,3.225502464397337,1
-0.7751731213177585,0.2269942875001637,1
-1.0127827483455343,-0.04881739695464526,1
0.4468192462536604,1.6759229440655004,1
-1.2164481429407707,-0.373473216888488,1
-1.4540577699685464,-0.7949003540676174,1
1.1257038949044489,2.4430241466757625,1
-1.4540577699685464,-0.6982965206900325,1
-0.29995386726220663,0.5474721300296008,1
0.4807634786861998,2.137566477675492,1
0.989926965174291,3.062878046683404,1
-0.7412288888852191,-0.17890160116493523,1
0.5147077111187391,1.490538046882011,1
-0.23206540239712792,1.0832196061725976,1
-0.7412288888852191,0.36844201545664634,1
1.3293692894996854,2.192118689246978,1
-0.7072846564526797,0.17866570975821378,1
-1.5558904672661646,-0.9182671590945738,1
0.9220385003092122,2.263744814735784,1
-0.09628847266697019,0.5244771035423087,1
-0.7751731213177585,0.25967769071624075,1
-1.3861693051034678,-0.7580493085176253,1
1.63486738139254,3.6628314610905846,1
0.07343268949572672,0.7682830229080039,1
-0.6393961915876009,0.4395167278608226,1
-1.3522250726709284,-0.7234181488510164,1
-1.1825039105082313,-0.5158489468850334,1
-1.2164481429407707,-0.34643614808111284,1
-0.4357307969923643,0.27771066029638874,1
1.0238711976068307,1.5782268567984543,1
-0.4357307969923643,0.23133888823437576,1
0.3110423165235027,1.4144813481166554,1
0.9559827327417516,2.321082912153515,1
-0.4357307969923643,0.19851882175777624,1
0.4807634786861998,1.1324564736827705,1
